x,y
-4.302638806402683,209.66192188830192
-0.1846375153400004,52.80413213990715
-6.162393984850496,181.64590602108973
-1.0357140772975981,82.4973119756601
-8.787102273199707,110.85149121161174
-5.375988367013633,193.21669947860735
-8.916761877480894,112.14086737687643
-6.887630643323064,169.74368451818043
-3.3313649147748947,165.38598544455616
-5.792363598011434,193.3320307236065
-9.963176804594696,15.443835674226051
-8.50384283112362,111.68656959938271
-0.2554607344791293,31.143731800920506
-1.7361330636776984,149.5869924568987
-7.247780687175691,182.12953140438395
-9.550867422949523,49.56459834850199
-8.833283341955394,104.4962534088909
-3.089638964738697,147.59119224947244
-4.122234219685197,176.8673333256045
-8.749787781853229,95.29549149021284
-4.186111739836633,176.51565985886432
-3.840225210878998,177.60326838253945
-1.36818983592093,103.46417348934024
-4.782847072929144,194.60712888003056
-2.7627863083034754,175.94761671805992
-0.9850701130926609,73.14907275700953
-2.8776992415077984,142.31334777265107
-6.615895961876959,173.60226870922577
-1.639644659589976,120.37999983870829
-9.024747437797487,107.97915686652983
-9.834365213755518,43.2854348191789
-8.72896188404411,92.78098456485765
-1.4510381943546236,92.61446977899217
-2.2768437466584146,159.84123374331443
-3.4696891787461936,192.2820061420009
-3.6191744543612003,193.13982758903288
-1.654366583097726,123.02328631572816
-1.1162222316488624,127.97405911291975
-9.681033559609205,36.323650925097354
-2.5510470918379724,159.68660841937833
-5.641482030041516,229.23413429887174
-3.90571266412735,197.31689310184265
-9.579433528706431,58.355004455178005
-8.1046405993402,121.88433858412024
-1.3720061583444476,89.47185123469131
-3.8217969820834696,192.86956702832578
-8.318808644544333,113.98399070861964
-1.7559585836715996,107.57093435135661
-4.814666456077248,202.53671370701454
-7.213930219877511,146.44364532583828
-2.1482070279307663,118.2518987338094
-9.418160188943148,73.54420017445689
-4.1284533380530775,185.73084816163706
-3.2146394974552095,196.70992484242115
-9.851158247329295,37.658241715745135
-7.3049471154809,159.574991303917
-9.41728210542351,64.23795452569978
-6.198102752678096,187.4966823461414
-8.458324153907597,118.21264489263523
-4.757311393041164,201.27678075582546
-6.071497208904475,201.32717877402257
-9.067951261531562,79.9920762578173
-4.522109890822321,200.4168537065268
-0.8137677423655987,70.28807631798044
-5.412342001218349,214.19174330091712
-3.2281893817707896,180.13484941193505
-9.997818174306303,20.25704386997114
-2.727213455364108,148.95011661630645
-4.5094039756804705,197.82239034156746
-4.0150425885804,199.65511907205862
-0.023183978628367186,0
-1.702424108516425,136.1831731317053
-1.6170617612078786,109.13840033953039
-3.8297885726206005,222.85241637338243
-6.814348720945418,185.15060521843097
-8.43272214056924,144.98593456098314
-7.3080220888368785,170.3460906238144
-1.7655361094512045,108.60059956019539
-9.75351536879316,22.358526108553036
-7.771763342898339,158.38634306538296
-3.700968383345753,189.84099097890154
-5.127462511882186,191.79737542039118
-6.297586178407073,179.53886106123332
-7.068817580584437,157.52454860952176
-1.2617461336776614,118.28869711772218
-9.35221721418202,70.99919188775439
-7.726250481791794,154.04498126519093
-4.336232526693493,186.07735861799674
-3.2875839271582663,180.95782325398062
-2.535322802141309,170.49827072025133
-8.39769977144897,123.47326701815993
-2.4692974356003106,145.20517948378614
-4.414476524107158,206.7407340023544
-1.2416902487166226,118.16481458923468
-1.6274485317990184,132.37909785476802
-1.7965146829374135,115.50797050836755
-2.686236023437232,140.95538054752944
-0.8294789958745241,78.3503967332628
-5.671603758819401,168.27105208308123
-1.0211620829068124,76.75573608360756
-9.483646149747074,45.04174261739891
-7.543697664514184,167.63212220771712
-0.4501629271544516,63.227827743925374
-5.205600063782185,232.0330255940779
-7.095973647665232,133.47349785836266
-9.902493965346366,21.34420142465413
-8.187110205180943,134.21548812456336
-0.22215513978153467,42.961540087748006
-9.997900389134884,18.270903453213805
-0.44877583160996437,63.86094517630073
-6.9433422409929335,173.13060000113776
-7.0617033168673515,151.09184312119373
-6.245222350116819,168.0274993479482
-9.998937263153493,7.631308589737387
-2.475104806944728,176.33345435827133
-3.3324818732216954,192.14142101362899
-1.9128442509099841,136.16120607766072
-9.39261004095897,45.58333309693822
-6.373875956051052,180.3801001315779
-2.540223514661193,156.43507407802753
-2.2864206531085074,169.29425304674206
-2.598020094446838,133.68899984508278
-6.851582215167582,186.65041444894078
-3.9585748501122,217.73650493230508
-6.5264848177321255,187.03763579964817
-0.2441308367997408,54.91334086054593
-0.647223477717489,88.84565245611124
-1.5559270093217492,123.73899185703273
-9.089874648489058,77.51773353918567
-8.959538096096367,98.92306378606773
-8.54075173381716,134.797324539362
-6.950881923548877,164.66598845852064
-1.8143846141174436,121.26256335093223
-5.5598694807849824,178.6894939040485
-2.190054540988058,169.72557351987638
-7.30010719737038,162.74580118582966
-1.887656026519835,118.81552759341156
-2.9771344759501517,181.0894520940844
-9.763065506704152,39.70993188835806
-9.110201303847134,83.32173272066501
-5.622119840700179,199.79327298271312
-9.112253875937313,105.98571941900629
-3.12875421019271,168.82964061780706
-8.175097121857107,119.12034212289885
-7.070359741337597,174.67961323647398
-8.23914400767535,130.84289885452517
-3.9311212580651045,177.7229982848194
-1.306137922219932,93.30906257911631
-2.0814715628512204,140.23266151801656
-6.206947693135589,206.7159056596072
-2.4553208984434605,140.1112498717091
-0.19904545973986387,44.74455742504077
-9.831104511395097,70.09365325103117
-3.2526410883292556,176.06654415570554
-6.452977126464248,199.78734789718243
-1.6557134734466672,132.42478229521038
-1.4621365163475275,128.134792631491
-8.58033180469647,116.84541933232435
-4.563972263131291,203.02336255177593
-4.4657143647782505,184.05303839392198
-2.3632874828763306,129.4611761912002
-4.395442786626518,206.7738913407578
-5.673287617973983,182.04255389440797
-4.930552043952048,198.81115664644506
-0.5725947464816272,51.83974018539661
-3.9898599265143275,192.60172858762584
-2.7427372545935214,182.49567530443178
-3.954937090165913,215.52175622769397
-1.0604102513752878,95.55124191900026
-7.879668150562793,142.73896808067494
-2.271689276676625,147.27778370225138
-1.9801359018310905,145.4900843178142
-3.4919019788503647,185.1444298831165
-7.146754160057753,173.26336911827144
-0.2924840897321701,23.713081834886538
-9.684009035117924,62.89961735105149
-9.96835780562833,22.424243901498414
-3.1579987495206296,156.82218106442784
-9.057692983187735,87.3884347953172
-4.151955966372043,197.47139181437188
-8.510149160865694,104.32080910312723
-3.0935475789010525,165.4236373222527
-5.391333564184606,207.15828791794104
-1.9116203184239566,130.38730697831744
-6.276688606012613,194.43934785390394
-6.953288458753377,153.1602443221334
-8.658407398033887,120.40334131393219
-3.581234288867563,170.721838774588
-6.834339301567525,155.50704676764462
-8.1083207949996,137.72917322706428
-0.4433484235778451,17.943602353183508
-7.57198145147413,146.48510519148437
-3.9495820738375187,178.88050855637658
-8.864655799698085,120.10204917628211
-5.638405128847808,206.8935353663283
-0.850277787540108,89.61349621928457
-9.061158080585301,78.4851319762889
-8.909963003825396,84.02646049291027
-9.528689570724964,40.901540285215646
-6.2311467388644814,203.7844901390613
8.163949868176132,116.54788524566399
4.345926372334361,142.77316501994326
3.9815350086428225,140.12098218781236
9.221600021701306,98.75295258667919
5.5043766857124865,149.92993646840173
9.095490153413266,108.05590190596254
0.8385644503869116,109.80279869265598
8.938680891878903,120.27480180089432
3.8311789836734533,111.94846519070707
1.1194156389683485,108.63608966474311
2.5329895387403667,115.41662727352674
3.8298248825594783,150.6149385536138
5.733401861507446,154.64433803327404
8.427085729781538,123.92167691116772
2.5104021606966853,127.43245906014089
5.89419435011223,144.3733407010459
1.729054395109415,92.80934293437636
6.271894085220993,153.64354409448566
9.30103475926444,109.44898890564676
7.5316857057623565,133.57039927816822
6.960471584461629,150.2332377856147
8.274540631100535,122.87862320543167
7.40988353965804,120.2287236565908
8.531000167131424,106.81491234484606
3.3446707436814904,141.55003600605167
7.852529622614384,147.07059180283295
5.543530220165849,142.76122586978505
0.7049570395611227,65.44832987974787
0.6748541514389217,66.60204672117578
6.419345492031425,159.23755536541518
2.6726654614321887,98.69477367768827
9.592116586863995,94.2033857808112
5.276186631526798,153.5533865383988
0.13452115468680859,65.27210894583011
7.057326303329319,140.58903454792147
4.180223804432899,130.03629608566933
6.330228112637997,141.03246130806664
1.5136415744200349,114.14869834734606
2.623660205863416,143.03381343295797
0.16584484605118632,50.45500048858534
2.206882645841688,125.18157796603639
2.5646928208880126,140.92704111381744
2.0404729014262557,135.58229252562614
2.069236582610756,114.84240749895658
1.9444466684944928,115.78060041733204
2.4685128894634545,130.34989037304717
5.046095384750515,135.71904812957234
6.7482391954399645,167.25106697206252
4.306473697070032,150.18776833523344
8.92841663910076,113.42054749540688
9.718633720185608,65.08713338412049
5.430723957251757,152.4227313468356
0.4229499842040241,78.67340380483714
3.0331810587085783,136.18296235731773
7.313840200658888,145.7755107861638
2.0456246146932244,106.64230696754812
4.1696234862320125,139.09225786227452
5.594665526878089,153.83495496537842
6.432507422287017,155.60212411250797
3.093290012329817,128.87822859478302
6.278533176518977,191.91628964404444
0.07061563665047288,47.8129300592002
3.7851765588857234,133.86757191033777
9.036320915911347,104.91357527542841
4.012874991167337,147.61559647336404
2.5021044118329883,126.10641373010044
5.551984047051519,147.28351676920408
3.2752187992446125,144.3579895449136
8.330837013199925,117.74346575252648
8.04388560820371,119.88953642958082
2.894529022742063,135.60064495082156
6.3133593066595495,165.8004428696638
7.862210238818079,139.76493450472964
5.758213819935918,150.82569533605837
3.664881440345198,133.158861394228
0.9209450404159725,79.39095170116889
6.763827032409608,117.92751203912188
8.779341336339712,145.70914157865874
3.0846277927048504,122.7447742396092
9.005450727418065,129.1248569593086
4.484254878479987,131.29760150849697
9.414036553353071,102.82844431369519
1.0664500971324742,83.88331350720176
5.654771325644106,175.18857236891472
2.594764237292111,126.71271014437218
5.228335284627974,152.46205309684007
6.927724713459611,151.71914246202925
1.9124065432697535,124.76143913335676
3.1043784017674625,126.86296891846138
5.993228207807988,158.6210102141942
1.1285926611162722,97.3731596448034
6.009255091194063,151.8821375364137
1.7028127703815699,110.67211156355147
6.590925480704755,140.94750719133765
6.86198053881526,158.17462160264927
4.933649320155382,149.2252059274001
7.176399896852672,144.87158416393447
5.047514226753265,132.06116572673986
9.816185480449349,95.93432875756741
7.899711225181818,139.0239881475376
0.49281680723652244,69.97833103980656
9.654466393403709,87.30098604912847
6.580300140194595,168.96164154206994
7.933696070685983,128.1087927682274
8.819392470177263,111.19098393942667
6.593269384466112,116.75287318912909
3.3882225956767797,118.8178347220192
9.125718264840543,122.47685206846347
4.751875523943454,123.30349431553756
3.0519161210395396,128.76505655749403
8.795223678462207,116.49373612517603
8.395230169408023,143.69483976275257
9.167567875701934,104.65796885106133
1.1942227208055556,79.53187017403592
3.973550812806934,129.88038866523164
9.777572976890951,87.33843030088053
5.714707477018237,141.61933116033612
6.295233175624162,133.70894815617896
7.086721044033766,125.85022056552637
2.890487553086132,99.32820504892021
8.451605781447142,115.96205003784142
4.777588008437306,150.5543022296657
6.776100436691195,158.67360241873388
5.253127247560769,139.52546708107417
3.1289138295687735,124.49199124566258
1.0512612503953278,92.47591028770505
4.155198601074517,153.81428215797683
5.912451755721122,143.96821556300114
8.986133125144988,121.67959962162256
6.952618644572794,136.9259216782104
3.5977095807902515,139.9939385887821
7.176408893428743,149.3590994722948
5.498954046051949,153.61822413514517
5.508781298995018,153.80692412179414
8.4061668231152,89.35503871688299
6.539024501107633,157.40439556322224
9.675225268583745,79.92101340958487
2.8510129917412996,131.5785231084167
0.47480414854362607,90.15920054672632
7.680184503551573,125.53644197501012
8.483117402065545,101.95977919104956
0.3824197151698172,28.140810072918555
4.487583113368601,186.99440321083682
3.1009055697359145,123.64351224197856
3.7083653756417334,153.4294412228878
7.068964266218245,138.58487371044072
6.726126824505627,117.91541193424528
3.6230202997103333,130.40706919714455
1.980441091582179,132.0636288740905
7.446707168128341,148.94232033467046
6.271975948475301,146.1164763112135
5.914696203544736,140.0342622336234
9.462846296373755,93.31319185553059
8.782081394456327,104.39969899690757
2.4189655506052077,112.78448930305319
4.724128628149629,139.8086780063868
7.872239628341049,135.3675366378303
0.2891828469000757,79.89037369580224
8.10238198377192,102.29659687175855
3.680731882341206,124.7185838839703
5.437976440880448,113.52407276344746
0.354415331967175,78.6519803256947
3.7672878964804113,113.85373181992664
3.9793876511976123,127.51486003393751
9.944930386263877,121.97034191359201
4.212022579740733,145.7064593065569
1.0386705142445862,90.11379488443013
2.0069419126957655,97.73953987693905
3.6605637473985553,90.26213929262019
4.123638211749494,152.21980548520054
5.722151277586818,142.21547022021812
9.61443139705807,117.24993354172867
0.42649149196222425,70.30976540083113
3.69934564223513,122.77855822150866
4.374338670168072,143.16013606123096
8.574968203902245,121.07904407202857
4.745140376035124,146.44985631924123
0.2117698942311108,77.22881755887113
4.9984917300753295,174.88776884364214
8.47215929068625,125.45903073203414
0.30005401000380516,47.783524631584896
8.572973024565727,114.29385837180274
7.235843313392252,150.500382064051
4.556434978730977,168.48071244341725
1.9334764569066465,84.81855937633173
7.829599275719374,110.56625693692757
0.2732489490881562,61.32580262521455
7.086136436555535,142.95730005757466
6.34352624649182,145.68029038546808
6.5150764817371964,146.3635822566015
7.055806037969887,147.4478180874229
7.308023953810334,146.25766481591984
2.6846267096698284,139.6188778010663
0.26861060643568635,68.65688527803023
8.818462355993688,147.81648002052702
3.9147858903743327,145.3478156528569
4.392247321084142,158.32285454633598
2.7694696583785117,143.14675753919335
8.667523118201643,116.02725560926798
7.147820191457868,130.75384419536124
